product_id,category_id,bounding_box,occlusion,viewpoint,zoom-in,image,pattern,color
P15440,8,"[47, 126, 467, 623]",1,1,2,015440.jpg,printed,Gray
P15441,8,"[63, 2, 379, 623]",1,2,3,015441.jpg,printed,Silver
P15447,8,"[0, 32, 467, 630]",2,2,3,015447.jpg,printed,Gray
P15449,8,"[7, 0, 467, 434]",1,2,3,015449.jpg,printed,Gray
P15452,8,"[6, 0, 467, 484]",1,2,3,015452.jpg,printed,Gray
P15457,8,"[26, 274, 457, 623]",1,1,3,015457.jpg,printed,Gray
P15462,8,"[14, 0, 467, 525]",1,2,3,015462.jpg,printed,Gray
P15466,9,"[52, 28, 408, 467]",2,2,1,015466.jpg,printed,Gray
P15467,9,"[6, 48, 424, 623]",1,1,1,015467.jpg,printed,Charcoal
P15468,9,"[1, 1, 466, 623]",1,3,3,015468.jpg,plain,Gray
P15469,9,"[1, 2, 418, 623]",1,2,2,015469.jpg,printed,Gray
P15470,9,"[29, 0, 466, 623]",1,1,2,015470.jpg,plain,Gray
P15471,9,"[164, 17, 383, 408]",1,2,1,015471.jpg,plain,Gray
P15472,9,"[145, 1, 301, 266]",1,2,2,015472.jpg,plain,Gray
P15473,9,"[1, 143, 293, 604]",2,2,1,015473.jpg,plain,Tan
P15474,9,"[202, 176, 467, 591]",2,3,1,015474.jpg,plain,Gray
P15475,9,"[0, 21, 467, 701]",1,2,2,015475.jpg,printed,Gray
P15476,9,"[205, 0, 524, 384]",1,2,2,015476.jpg,plain,Gray
P15477,9,"[166, 213, 463, 629]",2,2,1,015477.jpg,plain,Gray
P15478,9,"[57, 21, 560, 639]",2,2,1,015478.jpg,printed,Gray
P15479,7,"[0, 0, 466, 831]",1,1,3,015479.jpg,printed,Gray
P15480,7,"[99, 0, 323, 605]",1,2,1,015480.jpg,plain,Gray
P15481,7,"[46, 0, 497, 781]",1,2,2,015481.jpg,plain,Charcoal
P15483,7,"[109, 0, 506, 786]",1,2,1,015483.jpg,plain,Gray
P15485,7,"[108, 28, 473, 803]",2,2,1,015485.jpg,plain,Tan
P15487,7,"[191, 44, 494, 785]",1,2,1,015487.jpg,plain,Gray
P15488,7,"[140, 1, 440, 827]",1,2,1,015488.jpg,plain,Gray
P15491,7,"[148, 18, 534, 786]",1,2,1,015491.jpg,plain,Charcoal
P15520,1,"[71, 29, 377, 496]",1,1,1,015520.jpg,printed,Gray
P15521,1,"[0, 28, 466, 623]",2,2,2,015521.jpg,printed,Charcoal
P15524,1,"[0, 1, 466, 510]",1,2,3,015524.jpg,printed,Charcoal
P15526,1,"[0, 185, 467, 623]",3,2,3,015526.jpg,printed,Gray
P15527,1,"[1, 104, 466, 631]",2,2,2,015527.jpg,printed,Gray
P15529,1,"[2, 113, 465, 567]",1,1,2,015529.jpg,printed,Gray
P15539,7,"[0, 0, 467, 429]",1,2,2,015539.jpg,plain,Gray
P15543,7,"[160, 0, 680, 449]",2,3,1,015543.jpg,plain,Gray
P15551,4,"[237, 255, 573, 659]",1,2,2,015551.jpg,printed,Silver
P15558,7,"[51, 1, 406, 623]",1,2,2,015558.jpg,plain,Gray
P15569,0,"[0, 1, 466, 623]",1,1,3,015569.jpg,plain,Gray
P15574,3,"[0, 0, 466, 830]",1,2,3,015574.jpg,plain,Charcoal
P15575,3,"[0, 5, 466, 623]",1,2,3,015575.jpg,printed,Charcoal
P15576,3,"[0, 210, 467, 623]",2,2,3,015576.jpg,plain,Charcoal
P15577,3,"[0, 0, 467, 614]",1,1,3,015577.jpg,plain,Silver
P15578,3,"[0, 0, 447, 626]",1,1,2,015578.jpg,printed,Charcoal
P15581,3,"[0, 19, 467, 623]",1,1,2,015581.jpg,printed,Bronze
P15583,3,"[0, 328, 460, 830]",1,3,2,015583.jpg,plain,Gray
P15588,3,"[0, 87, 467, 592]",1,1,2,015588.jpg,plain,Gray
P15590,3,"[0, 40, 466, 623]",1,1,2,015590.jpg,plain,Charcoal
P15592,3,"[285, 164, 652, 573]",2,2,3,015592.jpg,plain,Gray
P15596,3,"[296, 87, 636, 585]",1,2,3,015596.jpg,printed,Charcoal
P15603,7,"[3, 0, 346, 279]",1,2,2,015603.jpg,plain,Gray
P15616,7,"[49, 118, 403, 413]",1,1,1,015616.jpg,plain,Gray
P15622,9,"[162, 56, 216, 174]",1,2,1,015622.jpg,plain,Gray
P15623,9,"[72, 117, 329, 291]",2,2,2,015623.jpg,plain,Gray
P15624,9,"[107, 114, 288, 377]",2,2,1,015624.jpg,plain,Gray
P15625,9,"[43, 11, 297, 339]",2,2,1,015625.jpg,plain,Gray
P15626,9,"[87, 135, 303, 282]",2,2,2,015626.jpg,printed,Gray
P15627,9,"[121, 249, 275, 399]",2,2,2,015627.jpg,plain,Gray
P15628,9,"[1, 175, 299, 399]",1,2,2,015628.jpg,plain,Charcoal
P15629,9,"[17, 8, 248, 396]",1,1,1,015629.jpg,plain,Rust
P15630,9,"[1, 95, 278, 383]",3,2,3,015630.jpg,plain,Gray
P15631,9,"[8, 5, 144, 231]",1,2,1,015631.jpg,plain,Silver
P15632,9,"[0, 0, 399, 299]",1,2,3,015632.jpg,plain,Silver
P15633,9,"[47, 2, 249, 374]",2,2,2,015633.jpg,plain,Gray
P15634,9,"[144, 114, 319, 380]",2,2,1,015634.jpg,plain,Gray
P15635,9,"[33, 0, 462, 613]",2,3,1,015635.jpg,plain,Gray
P15636,9,"[126, 61, 209, 220]",2,2,1,015636.jpg,plain,Gray
P15637,9,"[2, 0, 204, 302]",2,2,2,015637.jpg,plain,Gray
P15638,9,"[57, 77, 201, 320]",2,2,1,015638.jpg,plain,Gray
P15639,9,"[80, 194, 387, 602]",2,2,1,015639.jpg,plain,Gray
P15640,9,"[240, 348, 479, 674]",2,2,1,015640.jpg,printed,Gray
P15641,9,"[230, 466, 477, 824]",2,2,1,015641.jpg,plain,Gray
P15642,9,"[100, 70, 668, 977]",2,2,1,015642.jpg,printed,Charcoal
P15643,9,"[250, 345, 486, 707]",2,2,1,015643.jpg,printed,Gray
P15644,9,"[84, 191, 410, 683]",1,2,1,015644.jpg,plain,Gray
P15645,9,"[105, 423, 528, 1000]",2,2,1,015645.jpg,plain,Gray
P15646,0,"[23, 0, 466, 623]",2,1,2,015646.jpg,plain,Charcoal
P15648,0,"[0, 0, 466, 701]",2,2,2,015648.jpg,printed,Charcoal
P15650,1,"[29, 12, 465, 611]",2,2,2,015650.jpg,plain,Tan
P15651,1,"[0, 283, 466, 832]",2,2,2,015651.jpg,plain,Gray
P15657,8,"[36, 2, 393, 600]",1,1,2,015657.jpg,printed,Charcoal
P15662,0,"[58, 260, 357, 639]",2,2,2,015662.jpg,plain,Gray
P15664,0,"[0, 204, 465, 623]",1,2,3,015664.jpg,plain,Silver
P15666,0,"[281, 216, 393, 464]",2,3,1,015666.jpg,plain,Silver
P15671,0,"[59, 224, 402, 674]",1,2,1,015671.jpg,printed,Gray
P15676,0,"[317, 187, 467, 449]",1,2,1,015676.jpg,printed,Gray
P15679,0,"[178, 251, 478, 671]",1,3,1,015679.jpg,printed,Gray
P15680,0,"[0, 32, 464, 830]",1,2,3,015680.jpg,printed,Charcoal
P15682,0,"[0, 55, 464, 830]",1,2,3,015682.jpg,printed,Charcoal
P15695,1,"[0, 155, 290, 488]",1,1,2,015695.jpg,plain,Charcoal
P15697,1,"[1, 39, 465, 609]",1,2,2,015697.jpg,printed,Gray
P15699,1,"[4, 267, 465, 624]",1,2,2,015699.jpg,printed,Gray
P15700,1,"[1, 84, 465, 736]",1,1,2,015700.jpg,plain,Gray
P15701,1,"[48, 75, 448, 565]",1,1,1,015701.jpg,printed,Gray
P15702,1,"[0, 170, 465, 624]",1,2,3,015702.jpg,printed,Gray
P15705,1,"[0, 4, 290, 458]",1,1,2,015705.jpg,printed,Gray
P15706,1,"[144, 145, 389, 373]",2,2,2,015706.jpg,plain,Charcoal
P15710,1,"[1, 2, 466, 621]",2,2,2,015710.jpg,plain,Gray
P15711,1,"[3, 74, 450, 560]",1,1,1,015711.jpg,plain,Gray
P15713,1,"[69, 0, 467, 326]",1,2,2,015713.jpg,plain,Tan
P15720,3,"[1, 1, 350, 467]",1,1,2,015720.jpg,printed,Gray
P15730,3,"[275, 430, 537, 999]",1,3,1,015730.jpg,plain,Silver
P15737,4,"[0, 267, 414, 623]",2,2,2,015737.jpg,plain,Silver
P15738,4,"[0, 122, 467, 527]",1,1,2,015738.jpg,printed,Gray
P15739,4,"[43, 129, 427, 578]",1,1,1,015739.jpg,plain,Gray
P15741,4,"[0, 12, 467, 315]",1,1,2,015741.jpg,plain,Gray
P15742,4,"[0, 269, 351, 623]",2,2,2,015742.jpg,plain,Gray
P15743,4,"[0, 7, 331, 467]",1,1,2,015743.jpg,printed,Gray
P15744,4,"[0, 83, 467, 328]",1,1,2,015744.jpg,printed,Gray
P15745,4,"[27, 292, 380, 623]",1,2,2,015745.jpg,plain,Silver
P15747,4,"[0, 247, 246, 623]",2,2,2,015747.jpg,plain,Silver
P15748,4,"[123, 313, 463, 623]",2,2,2,015748.jpg,plain,Tan
P15750,4,"[96, 364, 438, 621]",1,2,2,015750.jpg,plain,Tan
P15773,4,"[0, 318, 366, 824]",1,2,3,015773.jpg,plain,Gray
P15776,4,"[157, 410, 298, 613]",3,2,1,015776.jpg,printed,Charcoal
P15780,4,"[0, 247, 345, 821]",1,2,2,015780.jpg,plain,Gray
P15800,7,"[138, 8, 327, 607]",1,1,1,015800.jpg,printed,Tan
P15801,7,"[0, 2, 671, 735]",1,2,2,015801.jpg,plain,Charcoal
P15803,7,"[37, 1, 716, 672]",1,2,2,015803.jpg,plain,Tan
P15804,7,"[154, 7, 731, 626]",2,2,3,015804.jpg,plain,Silver
P15805,7,"[86, 8, 689, 619]",2,3,3,015805.jpg,plain,Silver
P15806,7,"[0, 1, 432, 561]",1,2,2,015806.jpg,plain,Silver
P15808,7,"[0, 0, 454, 574]",1,2,2,015808.jpg,plain,Gray
P15812,7,"[1, 0, 458, 533]",1,2,2,015812.jpg,plain,Silver
P15813,7,"[1, 2, 748, 742]",1,2,2,015813.jpg,plain,Tan
P15814,7,"[0, 0, 694, 775]",1,2,2,015814.jpg,plain,Silver
P15815,7,"[1, 1, 448, 519]",2,2,2,015815.jpg,plain,Silver
P15817,7,"[0, 2, 653, 682]",1,2,2,015817.jpg,plain,Silver
P15819,7,"[2, 0, 458, 533]",1,2,2,015819.jpg,plain,Tan
P15820,0,"[25, 35, 416, 568]",1,1,1,015820.jpg,printed,Gray
P15841,11,"[83, 2, 335, 630]",1,1,2,015841.jpg,plain,Charcoal
P15871,9,"[163, 141, 346, 510]",2,2,1,015871.jpg,plain,Tan
P15872,9,"[154, 253, 473, 911]",2,3,1,015872.jpg,printed,Tan
P15873,9,"[133, 248, 477, 904]",1,3,1,015873.jpg,plain,Silver
P15874,9,"[210, 271, 516, 909]",2,2,1,015874.jpg,plain,Tan
P15875,9,"[116, 185, 342, 668]",2,3,1,015875.jpg,plain,Silver
P15876,9,"[133, 256, 446, 907]",2,3,1,015876.jpg,printed,Tan
P15877,9,"[160, 204, 421, 753]",1,2,1,015877.jpg,printed,Silver
P15878,9,"[207, 240, 407, 731]",2,3,1,015878.jpg,plain,Silver
P15879,9,"[215, 221, 469, 710]",2,2,1,015879.jpg,printed,Tan
P15880,9,"[147, 248, 456, 896]",1,2,1,015880.jpg,plain,Silver
P15881,9,"[187, 236, 439, 742]",1,2,1,015881.jpg,plain,Silver
P15884,12,"[1, 2, 381, 467]",1,1,2,015884.jpg,plain,Charcoal
P15890,12,"[28, 91, 427, 619]",2,2,2,015890.jpg,plain,Charcoal
P15896,12,"[97, 152, 359, 645]",1,1,1,015896.jpg,printed,Lavender
P15899,12,"[111, 142, 366, 654]",1,1,1,015899.jpg,plain,Charcoal
P15903,0,"[262, 197, 418, 510]",2,2,1,015903.jpg,printed,Gray
P15912,0,"[1, 6, 445, 595]",1,2,2,015912.jpg,plain,Gray
P15914,7,"[43, 38, 467, 623]",1,1,3,015914.jpg,plain,Gray
P15921,6,"[1, 0, 411, 262]",1,1,2,015921.jpg,plain,Charcoal
P15923,6,"[211, 113, 620, 478]",1,2,1,015923.jpg,plain,Charcoal
P15926,6,"[123, 1, 731, 456]",1,3,2,015926.jpg,plain,Gray
P15927,6,"[199, 86, 583, 434]",1,2,1,015927.jpg,plain,Charcoal
P15929,6,"[4, 0, 557, 532]",1,3,2,015929.jpg,plain,Gray
P15934,6,"[188, 2, 704, 532]",1,3,2,015934.jpg,plain,Gray
P15935,10,"[0, 15, 467, 567]",1,1,2,015935.jpg,printed,Brown
P15936,10,"[193, 118, 322, 338]",2,3,1,015936.jpg,printed,Charcoal
P15937,10,"[0, 53, 467, 623]",1,2,2,015937.jpg,printed,Gray
P15938,10,"[0, 237, 467, 623]",1,2,3,015938.jpg,printed,Brown
P15939,10,"[0, 196, 467, 623]",2,2,3,015939.jpg,printed,Gray
P15940,10,"[56, 4, 467, 498]",1,2,2,015940.jpg,printed,Gray
P15941,10,"[0, 187, 467, 623]",1,2,2,015941.jpg,printed,Gray
P15942,10,"[22, 274, 467, 623]",1,2,2,015942.jpg,printed,Bronze
P15943,10,"[0, 287, 467, 624]",2,2,3,015943.jpg,printed,Gray
P15944,10,"[0, 0, 320, 467]",2,2,2,015944.jpg,printed,Bronze
P15945,10,"[45, 166, 467, 623]",1,2,2,015945.jpg,printed,Brown
P15946,10,"[97, 132, 467, 623]",1,3,2,015946.jpg,printed,Gray
P15947,10,"[281, 150, 434, 278]",2,3,1,015947.jpg,printed,Gray
P15948,10,"[1, 28, 467, 577]",1,2,2,015948.jpg,printed,Gray
P15949,10,"[0, 53, 467, 623]",1,2,2,015949.jpg,printed,Gray
P15950,10,"[0, 266, 454, 830]",1,2,2,015950.jpg,letter_numb,Gray
P15951,10,"[0, 111, 458, 735]",1,2,2,015951.jpg,printed,Gray
P15952,10,"[153, 190, 195, 277]",1,3,1,015952.jpg,printed,Gray
P15953,10,"[89, 306, 467, 623]",2,2,2,015953.jpg,printed,Bronze
P15954,10,"[192, 170, 320, 369]",3,2,1,015954.jpg,printed,Gray
P15955,10,"[140, 9, 356, 332]",1,2,1,015955.jpg,printed,Bronze
P15956,10,"[0, 139, 467, 623]",2,2,2,015956.jpg,printed,Gray
P15957,10,"[0, 189, 467, 631]",1,2,2,015957.jpg,printed,Brown
P15958,10,"[0, 141, 467, 623]",1,2,2,015958.jpg,printed,Bronze
P15959,10,"[0, 294, 467, 623]",1,2,3,015959.jpg,printed,Bronze
P15960,10,"[0, 211, 406, 623]",1,2,2,015960.jpg,printed,Gray
P15961,10,"[0, 99, 467, 623]",1,1,2,015961.jpg,printed,Rust
P15962,10,"[143, 205, 367, 592]",2,3,1,015962.jpg,printed,Burgundy
P15963,10,"[0, 203, 467, 623]",2,3,3,015963.jpg,printed,Gray
P15964,10,"[72, 43, 596, 635]",2,2,1,015964.jpg,printed,Gray
P15965,10,"[0, 47, 467, 668]",1,2,2,015965.jpg,printed,Gray
P15966,4,"[8, 29, 319, 462]",1,1,1,015966.jpg,plain,Tan
P15967,4,"[0, 65, 350, 467]",1,1,3,015967.jpg,plain,Gray
P15969,4,"[98, 307, 467, 623]",1,2,2,015969.jpg,plain,Silver
P15972,4,"[46, 66, 398, 559]",1,1,1,015972.jpg,plain,Gray
P15973,4,"[50, 25, 442, 561]",1,1,1,015973.jpg,plain,Gray
P15974,4,"[137, 201, 465, 623]",1,2,2,015974.jpg,plain,Tan
P15975,4,"[33, 33, 420, 588]",1,1,1,015975.jpg,plain,Silver
P15988,8,"[0, 109, 350, 405]",1,1,2,015988.jpg,plain,Charcoal
P15989,8,"[13, 2, 609, 467]",1,1,2,015989.jpg,plain,Charcoal
P15991,8,"[1, 158, 467, 501]",1,1,2,015991.jpg,plain,Charcoal
P15992,8,"[0, 16, 628, 467]",1,1,2,015992.jpg,plain,Charcoal
P15993,8,"[2, 36, 698, 430]",1,1,2,015993.jpg,plain,Charcoal
P15995,8,"[1, 33, 420, 350]",1,1,2,015995.jpg,plain,Charcoal
P15996,8,"[0, 18, 467, 325]",1,1,2,015996.jpg,plain,Gray
P15999,8,"[0, 0, 623, 420]",1,1,2,015999.jpg,plain,Gray
P16000,8,"[0, 0, 467, 350]",1,1,3,016000.jpg,plain,Charcoal
P16002,8,"[0, 213, 467, 475]",1,1,2,016002.jpg,plain,Charcoal
P16003,8,"[0, 133, 466, 509]",1,1,3,016003.jpg,plain,Charcoal
P16006,8,"[0, 14, 410, 241]",1,1,2,016006.jpg,plain,Charcoal
P16008,8,"[6, 173, 462, 552]",1,1,1,016008.jpg,plain,Brown
P16009,8,"[2, 166, 462, 523]",1,1,1,016009.jpg,plain,Charcoal
P16017,7,"[116, 49, 355, 528]",1,1,1,016017.jpg,printed,Gray
P16022,1,"[0, 0, 599, 467]",1,1,3,016022.jpg,printed,Silver
P16023,1,"[0, 299, 466, 830]",2,2,2,016023.jpg,plain,Charcoal
P16024,1,"[0, 55, 466, 788]",1,1,2,016024.jpg,printed,Gray
P16027,1,"[0, 121, 466, 729]",1,1,2,016027.jpg,printed,Gray
P16029,1,"[0, 119, 363, 509]",1,1,2,016029.jpg,printed,Gray
P16030,1,"[0, 250, 466, 830]",1,2,2,016030.jpg,plain,Tan
P16031,1,"[0, 69, 447, 599]",1,2,2,016031.jpg,printed,Gray
P16033,1,"[137, 40, 598, 621]",2,2,2,016033.jpg,printed,Charcoal
P16034,1,"[185, 99, 632, 595]",2,2,2,016034.jpg,printed,Charcoal
P16047,7,"[1, 53, 372, 623]",2,3,2,016047.jpg,plain,Charcoal
P16059,7,"[134, 23, 342, 649]",2,2,1,016059.jpg,plain,Charcoal
P16060,7,"[131, 19, 350, 630]",2,2,1,016060.jpg,plain,Gray
P16066,7,"[135, 18, 322, 604]",2,2,1,016066.jpg,plain,Silver
P16068,7,"[3, 3, 448, 624]",1,1,2,016068.jpg,plain,Charcoal
P16076,7,"[60, 0, 467, 467]",1,2,2,016076.jpg,printed,Silver
P16092,7,"[167, 64, 667, 779]",2,2,1,016092.jpg,plain,Silver
P16095,0,"[1, 0, 467, 630]",1,1,3,016095.jpg,plain,Gray
P16098,0,"[58, 227, 434, 701]",1,2,1,016098.jpg,plain,Silver
P16100,4,"[0, 17, 467, 623]",1,1,2,016100.jpg,printed,Charcoal
P16113,9,"[4, 118, 466, 584]",1,1,2,016113.jpg,printed,Charcoal
P16116,0,"[0, 0, 467, 629]",1,1,2,016116.jpg,plain,Charcoal
P16141,1,"[0, 300, 467, 623]",2,2,3,016141.jpg,plain,Gray
P16155,0,"[0, 44, 466, 607]",1,1,2,016155.jpg,plain,Silver
P16156,0,"[0, 152, 466, 607]",1,1,2,016156.jpg,plain,Tan
P16157,0,"[0, 0, 299, 362]",1,2,2,016157.jpg,plain,Tan
P16158,0,"[10, 0, 467, 464]",1,1,2,016158.jpg,plain,Gray
P16159,0,"[0, 53, 466, 568]",1,1,3,016159.jpg,plain,Gray
P16160,0,"[0, 194, 466, 605]",1,1,2,016160.jpg,plain,Gray
P16161,0,"[0, 59, 299, 378]",1,1,2,016161.jpg,printed,Gray
P16162,0,"[0, 42, 465, 624]",1,1,3,016162.jpg,plain,Gray
P16163,0,"[11, 0, 466, 444]",1,1,2,016163.jpg,plain,Gray
P16165,0,"[123, 205, 701, 605]",2,3,2,016165.jpg,printed,Silver
P16166,1,"[138, 27, 464, 410]",1,2,2,016166.jpg,plain,Gray
P16168,1,"[0, 173, 467, 623]",1,2,3,016168.jpg,plain,Gray
P16169,1,"[23, 94, 418, 608]",1,1,1,016169.jpg,plain,Gray
P16186,7,"[59, 0, 467, 793]",1,1,2,016186.jpg,plain,Gray
P16187,7,"[209, 42, 591, 718]",2,2,1,016187.jpg,plain,Silver
P16188,7,"[75, 63, 618, 730]",1,2,2,016188.jpg,printed,Gray
P16189,7,"[249, 68, 533, 720]",1,2,1,016189.jpg,plain,Gray
P16190,7,"[235, 79, 537, 730]",2,2,1,016190.jpg,plain,Gray
P16191,7,"[173, 46, 508, 725]",2,2,1,016191.jpg,plain,Silver
P16192,7,"[232, 94, 477, 712]",2,3,1,016192.jpg,plain,Gray
P16193,7,"[122, 27, 387, 547]",2,2,1,016193.jpg,plain,Gray
P16194,7,"[245, 76, 570, 725]",2,2,1,016194.jpg,plain,Gray
P16195,6,"[2, 37, 440, 505]",1,3,2,016195.jpg,plain,Gray
P16196,6,"[101, 2, 401, 277]",1,2,1,016196.jpg,plain,Gray
P16198,6,"[234, 1, 497, 249]",1,2,1,016198.jpg,plain,Gray
P16221,7,"[7, 3, 467, 529]",1,2,2,016221.jpg,plain,Gray
P16225,9,"[0, 23, 299, 335]",1,1,2,016225.jpg,plain,Silver
P16226,9,"[142, 165, 458, 628]",2,2,1,016226.jpg,printed,Silver
P16227,9,"[217, 77, 439, 390]",1,2,1,016227.jpg,plain,Silver
P16228,9,"[259, 85, 520, 389]",1,2,1,016228.jpg,plain,Silver
P16229,9,"[52, 139, 408, 539]",2,3,1,016229.jpg,printed,Tan
P16230,9,"[169, 91, 371, 368]",1,2,1,016230.jpg,plain,Silver
P16231,9,"[51, 9, 620, 608]",1,2,1,016231.jpg,printed,Tan
P16232,9,"[74, 195, 390, 678]",2,2,1,016232.jpg,printed,Silver
P16233,10,"[153, 114, 289, 377]",1,2,1,016233.jpg,printed,Silver
P16234,10,"[83, 85, 390, 664]",1,2,1,016234.jpg,printed,Silver
P16235,0,"[0, 108, 349, 366]",1,1,2,016235.jpg,plain,Tan
P16236,0,"[0, 0, 467, 467]",1,1,3,016236.jpg,plain,Tan
P16237,0,"[0, 31, 350, 467]",1,1,3,016237.jpg,plain,Gray
P16238,0,"[0, 47, 466, 573]",1,1,2,016238.jpg,printed,Gray
P16239,0,"[0, 69, 466, 623]",1,2,2,016239.jpg,printed,Gray
P16240,0,"[202, 119, 335, 259]",3,2,1,016240.jpg,printed,Tan
P16241,0,"[0, 94, 466, 621]",2,2,2,016241.jpg,plain,Gray
P16243,0,"[0, 48, 403, 707]",2,2,2,016243.jpg,printed,Charcoal
P16244,0,"[0, 237, 467, 712]",1,1,2,016244.jpg,plain,Gray
P16245,0,"[145, 97, 311, 247]",2,2,1,016245.jpg,plain,Silver
P16246,0,"[0, 75, 466, 586]",1,1,2,016246.jpg,plain,Gray
P16247,0,"[154, 0, 741, 444]",1,1,1,016247.jpg,plain,Gray
P16248,0,"[0, 0, 466, 623]",1,1,3,016248.jpg,plain,Charcoal
P16249,0,"[0, 45, 434, 350]",1,1,2,016249.jpg,plain,Gray
P16250,0,"[51, 110, 396, 470]",1,1,1,016250.jpg,printed,Gray
P16251,0,"[25, 11, 437, 262]",1,1,1,016251.jpg,plain,Tan
P16257,0,"[14, 165, 438, 562]",1,1,1,016257.jpg,printed,Tan
P16262,3,"[1, 8, 467, 350]",1,2,2,016262.jpg,printed,Gray
P16263,3,"[0, 25, 467, 623]",1,2,2,016263.jpg,printed,Gray
P16264,3,"[0, 9, 329, 623]",1,3,2,016264.jpg,printed,Tan
P16265,3,"[1, 1, 397, 623]",1,3,2,016265.jpg,printed,Gray
P16266,1,"[0, 0, 464, 830]",2,2,2,016266.jpg,printed,Gray
P16267,3,"[66, 102, 466, 623]",1,3,2,016267.jpg,plain,Gray
P16269,3,"[0, 1, 466, 825]",1,3,2,016269.jpg,printed,Gray
P16275,11,"[212, 300, 314, 503]",2,2,1,016275.jpg,plain,Charcoal
P16276,11,"[183, 0, 290, 249]",2,2,1,016276.jpg,plain,Gray
P16277,11,"[154, 0, 467, 462]",1,3,2,016277.jpg,plain,Gray
P16278,11,"[226, 0, 307, 96]",1,2,2,016278.jpg,plain,Charcoal
P16279,11,"[0, 0, 465, 623]",1,2,3,016279.jpg,plain,Charcoal
P16280,11,"[0, 87, 369, 623]",1,1,2,016280.jpg,plain,Charcoal
P16281,11,"[5, 6, 366, 502]",2,3,1,016281.jpg,plain,Gray
P16282,11,"[214, 0, 280, 150]",2,2,2,016282.jpg,plain,Charcoal
P16283,11,"[160, 157, 336, 578]",2,2,1,016283.jpg,plain,Charcoal
P16284,11,"[173, 7, 284, 259]",2,3,1,016284.jpg,printed,Gray
P16285,11,"[124, 65, 161, 157]",3,2,1,016285.jpg,plain,Charcoal
P16286,11,"[102, 0, 467, 623]",1,2,3,016286.jpg,plain,Charcoal
P16287,11,"[170, 1, 279, 234]",2,2,2,016287.jpg,plain,Gray
P16288,11,"[256, 342, 485, 724]",2,2,1,016288.jpg,stripes,Gray
P16289,11,"[270, 291, 441, 594]",1,3,1,016289.jpg,plain,Tan
P16290,11,"[259, 367, 463, 722]",1,2,1,016290.jpg,stripes,Gray
P16291,11,"[256, 313, 475, 689]",2,2,1,016291.jpg,plain,Gray
P16292,11,"[264, 342, 518, 743]",2,2,1,016292.jpg,plain,Gray
P16293,11,"[240, 341, 480, 738]",2,3,2,016293.jpg,plain,Gray
P16294,11,"[132, 188, 317, 671]",1,2,1,016294.jpg,plain,Silver
P16295,11,"[71, 8, 424, 682]",2,3,1,016295.jpg,plain,Gray
P16296,11,"[253, 162, 551, 693]",1,2,1,016296.jpg,printed,Gray
P16297,11,"[255, 279, 430, 573]",2,2,1,016297.jpg,printed,Gray
P16298,7,"[0, 0, 467, 525]",1,2,2,016298.jpg,plain,Gray
P16304,7,"[262, 9, 515, 701]",1,2,2,016304.jpg,plain,Silver
P16306,7,"[198, 30, 436, 670]",2,3,1,016306.jpg,plain,Silver
P16308,7,"[209, 13, 467, 732]",1,2,2,016308.jpg,plain,Lavender
P16310,7,"[180, 28, 448, 755]",2,3,1,016310.jpg,plain,Silver
P16312,0,"[2, 30, 262, 425]",1,1,3,016312.jpg,plain,Gray
P16318,0,"[1, 131, 464, 691]",1,1,3,016318.jpg,printed,Charcoal
P16319,0,"[1, 178, 466, 557]",1,1,2,016319.jpg,plain,Charcoal
P16335,0,"[257, 230, 651, 593]",1,3,2,016335.jpg,printed,Gray
P16336,4,"[0, 67, 467, 623]",1,3,2,016336.jpg,plain,Gray
P16341,1,"[0, 0, 446, 612]",1,1,2,016341.jpg,printed,Gray
P16353,1,"[301, 98, 490, 504]",2,3,1,016353.jpg,printed,Charcoal
P16354,1,"[288, 93, 488, 491]",1,3,1,016354.jpg,printed,Gray
P16360,1,"[300, 99, 521, 490]",1,2,1,016360.jpg,printed,Tan
P16363,1,"[189, 237, 551, 923]",1,3,1,016363.jpg,printed,Tan
P16382,0,"[226, 257, 475, 711]",1,3,1,016382.jpg,plain,Silver
P16398,9,"[146, 196, 361, 498]",2,2,1,016398.jpg,printed,Gray
P16399,9,"[128, 261, 268, 538]",1,2,1,016399.jpg,printed,Gray
P16400,9,"[277, 9, 514, 340]",2,2,1,016400.jpg,printed,Gray
P16401,9,"[219, 156, 507, 592]",1,2,1,016401.jpg,printed,Gray
P16402,9,"[68, 163, 413, 670]",2,2,1,016402.jpg,plain,Gray
P16403,6,"[1, 68, 467, 541]",1,1,2,016403.jpg,printed,Charcoal
P16412,9,"[52, 64, 413, 601]",1,1,1,016412.jpg,printed,Gray
P16413,9,"[1, 113, 409, 547]",1,1,1,016413.jpg,plain,Gray
P16414,9,"[52, 51, 424, 590]",1,1,1,016414.jpg,printed,Gray
P16416,9,"[38, 38, 416, 591]",1,1,1,016416.jpg,plain,Gray
P16417,9,"[0, 0, 413, 624]",1,1,2,016417.jpg,plain,Silver
P16418,9,"[0, 0, 388, 399]",1,1,3,016418.jpg,plain,Silver
P16419,9,"[0, 27, 465, 618]",1,1,2,016419.jpg,printed,Tan
P16420,9,"[140, 124, 345, 415]",1,3,1,016420.jpg,plain,Silver
P16422,9,"[16, 98, 455, 599]",1,1,1,016422.jpg,printed,Gray
P16429,4,"[107, 164, 403, 623]",2,2,2,016429.jpg,plain,Brown
